Rating,Company,Average,Lowest,Highest,yr/mo/hr
3.9,Broadridge,1116478,"13,38,988","14,52,206",/yr
3.9,ABC,70958,"85,091","92,303",/yr
3.9,Tata Consultancy Services,931124,"5,12,507","18,15,302",/yr
3.9,Practically,12207,"14,540","15,977",/yr
3.9,Don't Know,23171,"27,823","30,105",/yr
3.9,CareerGuide.com,34308,"41,335","44,434",/yr
3.9,Raju Tech,9489,"11,431","12,292",/yr
3.9,Unified Healthcare Group,42681,"51,381","55,321",/yr
3.9,The Sparks Foundation,291578,"3,46,894","3,82,052",/yr
3.9,NielsenIQ,323500,"3,91,024","4,17,726",/yr
3.9,Tata Consultancy Services,70958,"85,091","92,303",/yr
3.9,Nothing,966523,"11,59,008","12,57,300",/yr
3.9,Deutsche Bank,1280955,"15,29,830","16,72,558",/yr
3.9,Tata Consultancy Services,42588,"51,344","55,126",/yr
3.9,ABC,34475,"31,003","55,185",/yr
3.9,ABC,2537603,"30,27,324","33,16,684",/yr
3.9,TheMathCompany,1192417,"14,26,637","15,54,405",/yr
3.9,XYZ,280951,"3,37,366","3,65,012",/yr
3.9,Rahul Industries,4979726,"59,36,135","65,13,181",/yr
3.9,ABCDEF,246296,"2,94,050","3,21,691",/yr
3.9,Dun & Bradstreet,1585911,"19,00,392","20,64,386",/yr
3.9,Oracle,29660,"20,564","53,586",/yr
3.9,PwC,34475,"31,003","55,185",/yr
3.9,The Sparks Foundation,8000,"8,399","11,601",/yr
3.9,ZS Associates,1037285,"10,38,314","15,54,899",/yr
3.9,Dr. Reddy's,590496,"2,13,883","12,62,358",/yr
3.9,ZS Associates,1334124,"13,24,037","20,11,273",/yr
3.9,Tata Consultancy Services,620332,"1,89,354","13,61,476",/yr
3.9,Tata Consultancy Services,2716379,"3,95,071","63,95,877",/yr
3.9,TheMathCompany,773113,"6,70,424","12,62,358",/yr
3.9,ZS Associates,1326236,"3,15,590","30,00,000",/yr
3.9,Aragen Life Sciences,634356,"5,30,780","10,55,110",/yr
3.9,Tata Consultancy Services,414766,"1,71,198","8,65,716",/yr
3.9,EY,12822875,"2,10,393","3,18,46,794",/yr
3.9,Tata Consultancy Services,520044,"2,24,276","10,75,834",/yr
3.9,Walmart Global Tech,2211276,"12,30,016","42,98,173",/yr
3.9,Tata Consultancy Services,1508953,"10,09,886","27,62,497",/yr
3.9,Oracle,2280739,"13,32,771","43,69,077",/yr
3.9,NielsenIQ,1281131,"8,02,827","24,00,000",/yr
3.9,EY,706106,"6,23,119","11,42,146",/yr
3.9,Tata Consultancy Services,546885,"1,92,679","11,74,534",/yr
3.9,HARMAN,1477840,"11,60,349","25,34,250",/yr
3.9,ZS Associates,1489780,"10,38,314","26,86,135",/yr
3.9,Philips,1734534,"10,84,929","32,51,406",/yr
3.9,ZS Associates,3737028,"37,09,150","56,33,421",/yr
3.9,Intas Biopharmaceuticals,450346,"2,63,748","8,62,116",/yr
3.9,Publicis Sapient,1388503,"15,20,000","19,51,257",/yr
3.9,Verizon,1693451,"16,33,628","26,00,000",/yr
3.9,Tata Consultancy Services,1562696,"1,72,731","37,34,008",/yr
3.9,TheMathCompany,733404,"7,67,531","10,65,980",/yr
3.9,ABB,1002668,"2,71,924","22,34,747",/yr
3.9,ABB,1459523,"16,48,807","20,00,000",/yr
3.9,Franklin Templeton Investments,2171044,"14,29,297","39,98,312",/yr
3.9,VMock,2468512,"23,33,755","38,37,526",/yr
3.9,NatWest Group,1888169,"5,20,423","42,00,000",/yr
3.9,Publicis Sapient,1969922,"17,39,736","31,85,069",/yr
3.9,HARMAN,1553115,"10,79,339","28,03,449",/yr
3.9,Oracle,1074341,"12,85,599","14,00,253",/yr
3.9,ATCS,764943,"6,50,000","12,62,358",/yr
3.9,Tata Consultancy Services,1618000,"15,00,000","25,45,000",/yr
3.9,TheMathCompany,425806,"4,50,000","6,14,516",/yr
3.9,IQVIA,575786,"6,10,134","8,29,331",/yr
3.9,Honeywell,2092623,"21,03,930","31,27,627",/yr
3.9,Genpact,778650,"8,20,011","11,26,613",/yr
4,IASRI,407334,"4,88,017","5,30,318",/yr
4,Arya Solution,456016,"5,49,098","5,90,941",/yr
4,National Income Life,408410,"4,92,689","5,28,337",/yr
4,Symbiosis Institute of Computer Studies and Research,407064,"4,86,400","5,31,260",/yr
4,Swami Vivekanand Group of Institutions,413208,"4,94,772","5,38,248",/yr
4,Accor,406590,"4,84,541","5,31,935",/yr
4,BridgeLabz Solutions,409157,"4,88,876","5,34,016",/yr
4,HSBC Software Development India,841454,"10,08,929","10,94,706",/yr
4,Ackerman McQueen,834987,"10,03,301","10,84,166",/yr
4,Integra Micro Software Services (P),847594,"10,17,219","11,01,765",/yr
4,Tealium,800404,"9,64,260","10,36,750",/yr
4,Total Assault,848238,"10,19,993","11,00,603",/yr
4,Canam,816946,"9,81,290","10,61,074",/yr
4,Edupluscampus,808288,"9,71,439","10,49,280",/yr
4,Ramesh & Co.,815875,"9,76,783","10,62,905",/yr
4,SAMEER (R&D of DIT Govt of India),822751,"9,89,975","10,66,902",/yr
4,MARS WEB Solution,852611,"10,23,658","11,07,869",/yr
4,Krish Compusoft Services,849312,"10,10,159","11,13,120",/yr
4,Norizen Soft Solutions,487223,"5,87,341","6,30,716",/yr
4,AppliedAICourse,512242,"6,18,331","6,62,275",/yr
4,Congregation Brit Shalom,513452,"6,14,098","6,69,532",/yr
4,HDNET,477468,"5,72,268","6,21,402",/yr
4,Dhiraj & Dheeraj,494007,"5,90,691","6,44,326",/yr
4,TNB,888492,"10,73,125","11,48,104",/yr
4,Belatrix,329114,"3,96,237","4,26,547",/yr
4,Arkin Systems,620327,"7,42,111","8,08,707",/yr
4,PokerStars,173721,"2,07,436","2,26,867",/yr
4,Alpinia Technologies,649894,"7,83,028","8,41,708",/yr
4,Open Insights,930921,"11,12,151","12,15,151",/yr
4,Cátedra UAM,1354227,"16,17,720","17,67,847",/yr
4,Flytxt,1253964,"15,07,615","16,27,295",/yr
4,CleverTap,1669432,"20,07,521","21,66,058",/yr
4,Techlearn,996994,"11,98,618","12,93,868",/yr
4,Sankar and Moorthy Chartered Accountants,975154,"11,60,996","12,76,888",/yr
4,Aman,328795,"3,95,060","4,26,927",/yr
4,Tarakarama Cineplex,341779,"4,09,791","4,44,656",/yr
4,Imran Shaikh,2141146,"25,83,665","27,69,200",/yr
4,Hotify,1108175,"13,28,619","14,41,818",/yr
4,Q3 Technologies,359905,"4,32,325","4,67,437",/yr
4,Sequoia,2142256,"25,71,237","27,84,402",/yr
4,Betsol,729831,"8,75,719","9,48,858",/yr
4,ACS Solutions,685840,"8,23,422","8,91,177",/yr
4,Infinx Healthcare,927246,"11,10,048","12,08,066",/yr
4,Xome,1206100,"14,45,358","15,69,891",/yr
4,N B Navale Sinhgad College of Engineering,730757,"8,82,533","9,44,360",/yr
4,SAS Institute,1055725,"12,60,396","13,78,917",/yr
4,Teras Tech Solutions,786898,"9,47,426","10,19,820",/yr
4,Mystro,251135,"3,01,056","3,26,781",/yr
4,Monty Telecom Development,565149,"6,73,924","7,38,948",/yr
4,Arcadis,1005988,"12,02,737","13,12,234",/yr
4,Sam Houston State,250743,"3,01,647","3,25,211",/yr
4,Aran Group,1036918,"12,45,281","13,47,015",/yr
4,Strokx Technologies,199872,"2,38,375","2,61,304",/yr
4,Visible Alpha,1303766,"15,54,463","17,04,952",/yr
4,Enterprise Bot,1083262,"12,88,095","14,20,061",/yr
4,Kapil IT Solutions,172599,"2,07,632","2,23,865",/yr
4,Qubit AI,1533136,"18,26,347","20,06,492",/yr
4,Elsevier,1844775,"22,23,732","23,88,205",/yr
4,Mondel?z International,1747675,"20,99,183","22,70,005",/yr
4,FINEOS,2177256,"26,07,653","28,35,488",/yr
4,Clovertex,732616,"8,80,129","9,51,411",/yr
4,Nanyang Technological University,239867,"2,88,255","3,11,412",/yr
4,Illinois Institute of Technology,1032697,"12,29,123","13,52,620",/yr
4,Baronford & Associates,2033515,"24,38,732","26,45,056",/yr
4,i4u Labs,2481028,"29,93,864","32,08,707",/yr
4,Continental Automotive Group,164922,"1,98,534","2,13,772",/yr
4,PK,1097768,"13,14,200","14,30,219",/yr
4,Shashank Medi Pharma,195731,"2,34,881","2,54,446",/yr
4,Builder.ai,2095283,"25,20,561","27,17,646",/yr
4,NextGenVision Technology,918856,"11,05,267","11,91,874",/yr
4,"AnalyticsPlus, LLC",679626,"8,16,959","8,82,105",/yr
4,StockX,1728054,"20,72,454","22,47,680",/yr
4,Big J Enterprises,208641,"2,52,308","2,69,294",/yr
4,Meesho,1171403,"14,07,700","15,20,807",/yr
4,Tiger Anlaytics,1378823,"16,47,147","17,99,911",/yr
4,Resonance (India),201033,"2,42,298","2,60,285",/yr
4,Educational Initiatives,1090642,"13,04,967","14,21,639",/yr
4,DB Corp,720184,"8,62,687","9,37,772",/yr
4,Anuj,178045,"2,11,966","2,33,146",/yr
4,Jay Ganesh,683605,"8,23,243","8,85,769",/yr
4,Harkins Theatres,80990,"97,359","1,05,117",/yr
4,MobME,644712,"7,70,768","8,41,012",/yr
4,Technohoste services,1505473,"18,15,659","19,48,024",/yr
4,National Informatics Centre,63976,"76,376","83,564",/yr
4,Prateek Group,25505,"30,840","32,922",/yr
4,CIERA MICRO TECHNOLOGIES,25146,"30,346","32,520",/yr
4,RamanByte,53066,"63,164","69,501",/yr
4,Uplara,58968,"70,574","76,847",/yr
4,Chili Pili,16048,"19,383","20,736",/yr
4,ABS,139384,"1,67,093","1,81,368",/yr
4,Teqtive IT Services,18563,"22,385","24,023",/yr
4,Crunkwave Solutions,36906,"44,247","48,018",/yr
4,Sujay Feeds,41808,"50,346","54,173",/yr
4,Stealth Mode Startup,82980,"99,675","1,07,775",/yr
4,Maania,80054,"96,669","1,03,467",/yr
4,Quint Digital,5859,"7,032","7,616",/yr
4,Stanza Living,82955,"99,620","1,07,767",/yr
4,Secure Meters,19127,"23,003","24,814",/yr
4,Mobius365,28678,"34,460","37,236",/yr
4,Transabel,17299,"20,842","22,405",/yr
4,D&B Technologies,33342,"40,245","43,109",/yr
4,Life9 Systems,33678,"40,691","43,503",/yr
4,Bluegen Solutions,10012,"11,988","13,043",/yr
4,IMDb,82982,"99,475","1,07,980",/yr
4,Samatrix.io,20270,"24,428","26,248",/yr
4,KibbCom,28794,"34,578","37,408",/yr
4,Creative Circle,21582,"25,895","28,061",/yr
4,Navriti Technologies,18104,"21,545","23,716",/yr
4,InvoLead,19928,"23,919","25,902",/yr
4,Jocata,12248,"14,684","15,936",/yr
4,Eat Local Eat Natural,22175,"26,690","28,747",/yr
4,Nomura Holdings,26357,"31,432","34,461",/yr
4,Indian School of Business,41102,"49,130","53,625",/yr
4,Center for Railway Information Systems,800392,"9,51,600","10,49,380",/yr
4,Wavestone,2938064,"35,19,985","38,25,176",/yr
4,NYU Langone Health,79892,"95,837","1,03,892",/yr
4,Simplilearn Solutions,1316,"1,576","1,715",/yr
4,Logitech,8881,"10,690","11,513",/yr
4,Adani Group,77997,"93,708","1,01,285",/yr
4,Unacademy,82,97,107,/yr
4,Synopsys,24928,"29,949","32,370",/yr
4,IBM,66358,"80,004","85,892",/yr
4,Innowatts,58332,"61,913","83,918",/yr
4,TM Systems,17483,"10,541","33,167",/yr
4,Appberry,24719,"22,733","39,064",/yr
4,Shree Cement,157857,"25,375","3,69,268",/yr
4,GSPANN Technologies,651840,"7,75,641","8,53,959",/yr
4,FactSet,639958,"7,74,768","8,25,128",/yr
4,Develearn Data Sciences Institute,624000,"7,51,274","8,08,726",/yr
4,Zebra Technologies,1029440,"12,39,240","13,34,361",/yr
4,SiCureMi,183316,"2,18,904","2,39,386",/yr
4,Neurosensum,490284,"5,90,937","6,34,774",/yr
4,Synopsys,318768,"3,80,793","4,16,127",/yr
4,NICE Actimize,1105153,"9,52,180","18,10,703",/yr
4,Intellicar,1111385,"8,01,177","19,77,285",/yr
4,Raja Software Labs,314953,"2,05,514","5,81,868",/yr
4,Zinnov Management Consulting,887352,"10,05,809","12,12,572",/yr
4,Shyena Tech Yarns,416666,"4,04,098","6,37,566",/yr
4,All On Block,529528,"1,10,526","12,13,294",/yr
4,Jash Data Sciences,559676,"6,17,209","7,81,982",/yr
4,Think Analytics,503681,"5,16,256","7,42,947",/yr
4,GlobalLogic,786260,"9,35,510","10,30,140",/yr
4,WinWire Technologies,1041752,"12,28,763","13,75,618",/yr
4,Excelra Knowledge Solutions,376124,"3,83,648","5,56,663",/yr
4,Bharat Heavy Electricals,1396306,"16,43,113","18,47,652",/yr
4,Asian Paints,817683,"9,73,250","10,70,958",/yr
4,Unemployed Help Centre,248704,"1,06,195","5,15,565",/yr
4,BRIDGEi2i,1168088,"12,90,657","16,29,562",/yr
4,Evalueserve,1195045,"8,55,975","21,31,638",/yr
4,PolicyBazaar,869781,"10,18,563","11,55,890",/yr
4,CBRE,930697,"7,28,839","15,97,903",/yr
4,Athena Global Technologies,753423,"8,50,357","10,33,200",/yr
4,RateGain,139295,"69,780","2,78,457",/yr
4,Continental,21526,"9,670","44,145",/yr
4,Goldman Sachs,176292,"1,28,882","3,11,847",/yr
4,Nones,40866,"29,247","72,919",/yr
4,J.P. Morgan,67770,"81,089","88,335",/yr
4,FreeCharge,667659,"7,99,012","8,70,135",/yr
4,KPMG,49742,"19,124","1,05,230",/yr
4,Digité,16698,"19,486","22,260",/yr
4,Kabbage,1709642,"19,36,766","23,37,339",/yr
4,Digité,581999,"5,86,850","8,68,147",/yr
4,First Student,44531,"50,243","61,085",/yr
4,Xebia,1388649,"7,55,470","27,16,153",/yr
4,Thoucentric,44276,"39,661","71,030",/yr
4,Applied Materials,1164056,"11,83,481","17,26,659",/yr
4,Elucidata (MA),21570,"25,721","28,204",/yr
4,GE,702,638,"1,118",/yr
4,Mindtree,838393,"9,43,495","11,52,488",/yr
4,nference,1604119,"15,61,956","24,48,342",/yr
4,Fresherworld.com,245407,"59,555","5,53,963",/yr
4,Nones,41773,"50,284","54,148",/yr
4,"U.S. District Court, Southern District of Ohio",29742,"34,951","39,405",/yr
4,Krishna Consultants,466524,"4,41,456","7,24,855",/yr
4,Freshers.com,34225,"41,059","44,503",/yr
4,Tredence,842136,"10,14,883","10,90,456",/yr
4,First Student,16330,"19,662","21,163",/yr
4,TCS,82342,"99,050","1,06,806",/yr
4,TCS,605011,"7,30,286","7,82,241",/yr
4,Wellness Forever,408349,"4,89,659","5,31,214",/yr
4,GE,1019240,"12,23,166","13,24,934",/yr
4,Vodafone,210018,"2,51,356","2,73,690",/yr
4,Avail Finance,17430,"20,867","22,708",/yr
4,Michelin,10705,"12,889","13,873",/yr
4,Intellect Design Arena,9300,"11,219","12,030",/yr
4,Morgan Stanley,69856,"83,889","90,751",/yr
4,Deloitte,70042,"83,957","91,147",/yr
4,Xebia,24801,"29,791","32,212",/yr
4,Goldman Sachs,101484,"1,22,414","1,31,297",/yr
4,Micron Technology,41359,"49,708","53,689",/yr
4,nference,1402643,"9,48,171","25,58,436",/yr
4,Saama Technologies,592500,"3,40,837","11,40,412",/yr
4,IQVIA,1181941,"12,19,277","17,35,575",/yr
4,GE,406233,"4,90,229","5,25,353",/yr
4,Deloitte,528092,"6,34,647","6,85,584",/yr
4,Aptus Data Labs,592500,"3,40,837","11,40,412",/yr
4,ParallelDots,3237793,"5,20,335","75,74,148",/yr
4,FICO,3952802,"8,88,514","89,93,491",/yr
4,Teleperformance,801709,"1,54,272","18,50,000",/yr
4,GE,1402643,"9,48,171","25,58,436",/yr
4,ADP,871528,"3,66,656","18,12,165",/yr
4,Optum Global Solutions India,1085963,"9,75,172","17,39,736",/yr
4,HighRadius,747744,"3,05,547","15,63,813",/yr
4,T-Systems,904353,"7,36,376","15,24,506",/yr
4,Bank of America,1181941,"12,19,277","17,35,575",/yr
4,Alumnus Software,480002,"4,41,825","7,58,181",/yr
4,Fresherworld.com,636811,"3,07,504","12,84,523",/yr
4,Celebal Technologies,562958,"4,07,396","10,00,000",/yr
4,Zomato,1380352,"7,43,092","27,07,788",/yr
4,Ashok Leyland,709433,"2,12,312","15,61,270",/yr
4,IVL Global,578286,"6,94,043","7,51,673",/yr
4,Uber,2157415,"18,93,537","35,00,000",/yr
4,Aditya Birla Group,949456,"6,40,655","17,32,984",/yr
4,Decimal Point Analytics,829141,"8,28,933","12,43,919",/yr
4,Zeta Suite,1229196,"5,12,507","25,60,483",/yr
4,Barclays,1363762,"10,77,056","23,32,349",/yr
4,Morgan Stanley,2455099,"10,12,681","51,25,067",/yr
4,UST,499157,"1,02,419","11,45,473",/yr
4,OLX Group,1550334,"10,75,834","28,00,000",/yr
4,Elucidata (MA),821546,"8,86,987","11,66,877",/yr
4,Saama Technologies,1218294,"9,69,106","20,76,629",/yr
4,ValueLabs,1462587,"10,03,709","26,52,758",/yr
4,Milkbasket,1079814,"12,07,163","14,92,371",/yr
4,ADF Data Science,612786,"4,80,000","10,51,965",/yr
4,Aruba Networks,1496697,"15,41,742","22,00,000",/yr
4,AGS Health,374054,"4,27,103","5,08,032",/yr
4,Visa Inc.,1194511,"2,42,555","27,43,723",/yr
4,Priya Softweb Solutions,317326,"2,66,554","5,26,762",/yr
4,vitrana,1074526,"10,25,013","16,61,303",/yr
4,OfBusiness,1020786,"10,51,965","15,00,000",/yr
4,CIOP,467773,"5,57,394","6,12,039",/yr
4,Student Works,500980,"6,01,755","6,50,696",/yr
4,Cognino,515037,"6,20,245","6,67,348",/yr
4,Credicxo,502782,"6,02,378","6,54,577",/yr
4,noon,503047,"6,01,331","6,56,287",/yr
4,Schweitzer Engineering Laboratories,500997,"6,01,154","6,51,339",/yr
4,TekFriday Processing Solutions,544727,"6,48,655","7,13,162",/yr
4,Jet2.com,505711,"6,08,659","6,55,618",/yr
4,BayesLabs,515230,"6,13,848","6,74,226",/yr
4,Yum! Brands,1000572,"12,08,619","12,92,811",/yr
4,SAA,325772,"3,93,630","4,20,799",/yr
4,OneView,435812,"5,19,025","5,70,505",/yr
4,Orange Business Services,564587,"6,79,873","7,31,595",/yr
4,Global AI,605945,"7,20,668","7,94,194",/yr
4,General Motors (GM),1480117,"17,77,865","19,22,427",/yr
4,Hughes Systique,688678,"8,19,897","9,01,798",/yr
4,Mitosis Technologies,255955,"3,09,586","3,30,302",/yr
4,Abhinav Immigration Services Pvt. Ltd.,1105798,"13,30,792","14,33,703",/yr
4,Everyday Health Group,1543981,"18,47,150","20,12,803",/yr
4,Ceremorphic,998252,"11,89,335","13,06,295",/yr
4,Ivy,1467494,"17,66,776","19,01,959",/yr
4,MakroCare,4942664,"59,40,031","64,16,628",/yr
4,Snap,3706133,"44,44,309","48,21,024",/yr
4,NICE,1379681,"16,54,095","17,95,108",/yr
4,PHFI,1447042,"17,34,984","18,82,620",/yr
4,Chai Tai,250442,"3,00,329","3,25,775",/yr
4,TBM Technologies Pvt,417002,"4,96,500","5,46,005",/yr
4,Indian Railways,1663538,"20,05,899","21,52,945",/yr
4,Iksula,771629,"9,30,186","9,98,887",/yr
4,NIKI,433744,"5,19,985","5,64,374",/yr
4,A/Z,890686,"10,61,030","11,65,686",/yr
4,Techvedic,429382,"5,17,695","5,55,760",/yr
4,Trignodev Software,435427,"5,24,975","5,63,593",/yr
4,Kreate,343989,"4,15,716","4,44,257",/yr
4,ManCorp Innovation Labs,99677,"1,20,085","1,29,108",/yr
4,Kärcher,277782,"3,33,127","3,61,328",/yr
4,City Bank,639104,"7,62,720","8,35,040",/yr
4,Tata Health,932144,"11,22,944","12,07,415",/yr
4,Williams International,131375,"1,57,975","1,70,463",/yr
4,Practo Technologies,1433847,"17,21,740","18,62,878",/yr
4,Brain's Language,612133,"7,39,424","7,90,908",/yr
4,JPMorgan Chase & Co,1899814,"22,79,466","24,70,068",/yr
4,MicroNet IT Solutions,83561,"99,638","1,09,265",/yr
4,Helpshift,56322,"67,396","73,408",/yr
4,Allianz,20514,"24,690","26,595",/yr
4,Rassini,67329,"80,795","87,527",/yr
4,adidas,81703,"98,482","1,05,775",/yr
4,The Emirates Group,42907,"51,612","55,655",/yr
4,Udaan Classes,31931,"38,105","41,723",/yr
4,Benzara,23532,"28,258","30,573",/yr
4,Evolve Technologies & Services,329074,"3,96,098","4,26,588",/yr
4,Studio Creative Play,15981,"19,193","20,760",/yr
4,Amara Raja,30516,"36,457","39,832",/yr
4,ALL N ONE,32530,"39,188","42,136",/yr
4,AMPROVIT TECHNOLOGIES,55938,"67,255","72,591",/yr
4,Cognizant Softvision,411827,"4,94,563","5,35,005",/yr
4,Champion Semiconductor,5606,"6,674","7,341",/yr
4,PVR Limited,400658,"4,84,405","5,17,240",/yr
4,Midcoast Regional Redevelopment Authority,513827,"6,11,921","6,72,647",/yr
4,MIT World Peace University,8281,"9,970","10,733",/yr
4,University of Hertfordshire,1640,"1,972","2,129",/yr
4,Cronycle,13387,"15,995","17,472",/yr
4,Alma Mater Biz Solutions,1788,"2,138","2,333",/yr
4,FreeCharge,8610,"10,364","11,162",/yr
4,"U.S. District Court, Southern District of Ohio",39448,"47,421","51,200",/yr
4,Neurosensum,12269,"14,683","15,990",/yr
4,Unacademy,582355,"6,97,219","7,58,669",/yr
4,FactSet,225977,"2,71,292","2,93,650",/yr
4,Gaurav,772425,"9,26,080","10,04,982",/yr
4,Adani Group,993648,"11,93,039","12,91,082",/yr
4,HighRadius,636419,"7,66,744","8,24,304",/yr
4,Viacom 18,615443,"7,32,463","8,06,144",/yr
4,RateGain,1034427,"12,42,409","13,43,658",/yr
4,Fresherworld.com,612133,"7,39,424","7,90,908",/yr
4,IBM,997759,"11,93,647","13,00,750",/yr
4,Fresherworld.com,1038407,"12,38,650","13,57,368",/yr
4,TCS,307532,"3,71,307","3,97,524",/yr
4,Tata Communications,1156157,"13,87,765","15,02,627",/yr
4,Whirldata,372886,"4,43,566","4,88,650",/yr
4,Tredence,50624,"60,594","65,967",/yr
4,KPMG,1478188,"11,70,754","25,24,716",/yr
4,Applied Materials,1359790,"8,00,000","25,99,476",/yr
4,DMI Finance,830423,"10,05,898","10,70,159",/yr
4,PayPal,1676251,"16,75,790","25,14,838",/yr
4,Wellness Forever,16695,"13,516","28,222",/yr
4,National Informatics Centre,1359790,"8,00,000","25,99,476",/yr
4,GE,1502405,"2,08,063","35,47,949",/yr
4,Optum Global Solutions,5005479,"6,66,385","1,18,47,312",/yr
4,Celebal Technologies,481184,"1,86,897","10,16,064",/yr
4,Freshers.com,587316,"1,83,767","12,84,523",/yr
4,Quantum Solutions India,454044,"3,19,480","8,15,631",/yr
4,Deloitte,1478188,"11,70,754","25,24,716",/yr
4,Nones,351950,"3,68,188","5,11,687",/yr
4,Mondel?z International,1530415,"12,23,920","26,02,117",/yr
4,TVS Credit Services,1220000,"11,50,000","19,00,000",/yr
4,Ericsson-Worldwide,3410038,"35,41,187","49,83,909",/yr
4,PayPal,1658062,"18,00,000","23,45,155",/yr
4,ADF Data Science,571723,"6,14,516","8,14,792",/yr
4,ITC Infotech,392497,"3,50,063","6,31,179",/yr
4,Aditya Birla Group,776165,"8,00,000","11,40,412",/yr
4,Optum Global Solutions India,826419,"9,46,769","11,19,279",/yr
4,PayPal,3000012,"36,48,898","38,51,133",/yr
4,Aditya Birla Group,609844,"2,47,611","12,76,998",/yr
4,Mondel?z International,1181756,"12,45,977","17,08,413",/yr
4,Deloitte,902052,"7,29,780","15,25,349",/yr
3.8,OpsRamp,444106,"5,27,738","5,82,526",/yr
3.8,SpidronTech,410157,"4,95,098","5,30,295",/yr
3.8,Rolling Banners,443653,"5,28,238","5,80,894",/yr
3.8,TELUS International,840078,"10,04,574","10,95,622",/yr
3.8,Tech Systems,808038,"9,74,565","10,45,530",/yr
3.8,South Indian Bank,796088,"9,52,750","10,37,470",/yr
3.8,CSC,863120,"10,28,777","11,29,024",/yr
3.8,Artificial Intelligence Australia,804444,"9,63,280","10,47,830",/yr
3.8,Harsha,817012,"9,76,304","10,66,227",/yr
3.8,FIS,802404,"9,57,650","10,48,360",/yr
3.8,Weir Group,880708,"10,48,619","11,53,152",/yr
3.8,Sysnik IT Solutions,507378,"6,11,777","6,56,668",/yr
3.8,Tata Power,523614,"6,28,960","6,80,076",/yr
3.8,CES (India),539745,"6,46,731","7,02,631",/yr
3.8,American Airlines,476909,"5,74,206","6,18,066",/yr
3.8,MoMagic Technologies,489054,"5,85,783","6,36,853",/yr
3.8,Aryan Satellite,676646,"8,15,923","8,75,693",/yr
3.8,IDRBT,240923,"2,88,762","3,13,545",/yr
3.8,Kiran Jewels,4093539,"49,33,586","53,00,261",/yr
3.8,Symphony Teleca,706216,"8,42,751","9,22,790",/yr
3.8,Hitachi,2157197,"25,87,023","28,05,969",/yr
3.8,Industryarc,898003,"10,76,486","11,68,522",/yr
3.8,Datalicious,1342269,"16,02,014","17,53,658",/yr
3.8,Quinnox,2063575,"24,74,886","26,84,052",/yr
3.8,M&G plc,1472532,"17,81,709","18,99,620",/yr
3.8,Rahul Infotech,84045868,"10,09,56,920","10,91,57,751",/yr
3.8,KPMG,1340745,"16,13,714","17,38,149",/yr
3.8,Globex Digital Solutions,1061168,"12,79,966","13,72,954",/yr
3.8,GSS Infotech,986533,"11,76,467","12,89,865",/yr
3.8,NeoSOFT,293112,"3,49,769","3,83,012",/yr
3.8,Crimson Interactive,731219,"8,78,035","9,50,012",/yr
